continent,Country,Name,Age,Fifa Score,Club,Value,Salary
South America,Brazil,Joao Victor,23,58,LASK Linz,180000.0,2000.0
Europe,Switzerland,Y. Schmid,22,58,FC Luzern,180000.0,1000.0
Europe,Germany,I. Toure,19,58,Werder Bremen II,270000.0,1000.0
Europe,Germany,M. Schwabl,26,58,Fleetwood Town,150000.0,2000.0
Europe,Netherlands,B. van Wijnen,19,58,PEC Zwolle,270000.0,1000.0
Europe,Austria,S. Posch,20,58,TSG 1899 Hoffenheim,250000.0,3000.0
Europe,Germany,M. Yilmaz,18,58,RB Leipzig,210000.0,4000.0
Asia,Saudi Arabia,S. Mandash,22,58,Al Faisaly,200000.0,3000.0
Asia,Turkey,I. Guven,23,58,Atiker Konyaspor,170000.0,2000.0
Europe,Denmark,M. Zacho,20,58,Aarhus GF,200000.0,2000.0
South America,Brazil,Kanu,31,58,Shimizu S-Pulse,90000.0,1000.0
South America,Argentina,L. Chiappero,23,58,Defensa y Justicia,120000.0,1000.0
Europe,Italy,M. Procopio,20,58,Cremonese,180000.0,4000.0
Europe,Sweden,A. Erlingmark,19,58,IFK Göteborg,270000.0,1000.0
South America,Argentina,A. Montiel,23,58,Atlético Tucumán,150000.0,1000.0
Europe,Germany,L. Wasmus,20,58,Werder Bremen II,190000.0,1000.0
South America,Argentina,C. Bravo,20,58,Banfield,190000.0,2000.0
Asia,Turkey,H. Bars,23,58,Göztepe,150000.0,2000.0
Europe,Netherlands,B. Verbong,17,58,VVV-Venlo,150000.0,1000.0
Europe,Germany,J. Jesgarzewski,23,58,SV Meppen,150000.0,1000.0
South America,Guyana,J. Albert,25,58,US Quevilly-Rouen,150000.0,1000.0
Asia,Saudi Arabia,F. Bin Jamayah,22,58,Al Nassr,200000.0,5000.0
Europe,Germany,C. Stark,19,58,Hamburger SV,240000.0,3000.0
Europe,Norway,S. Srli,21,58,Kristiansund BK,190000.0,1000.0
Europe,Poland,M. Drawz,18,58,Hamburger SV,230000.0,3000.0
Europe,Denmark,N. Marfelt,22,58,Sparta Rotterdam,170000.0,2000.0
North America,Mexico,E. Escobar,25,58,Lobos de la BUAP,130000.0,1000.0
South America,Colombia,D. Rojano,20,58,CD Once Caldas Manizales,180000.0,1000.0
Europe,Denmark,F. Bay,19,58,FC Helsingør,240000.0,1000.0
Europe,Spain,Pablo Cacharron,20,58,CD Lugo,180000.0,1000.0
Asia,Cyprus,A. Georgiou,20,58,Tottenham Hotspur,280000.0,8000.0
North America,Mexico,I. Rodriguez,24,58,Puebla,130000.0,1000.0
Europe,France,M. Araai,21,58,AC Ajaccio,190000.0,1000.0
Europe,Belgium,V. Baume,20,58,Sporting Charleroi,170000.0,1000.0
Europe,Netherlands,B. Bayazit,18,58,Vitesse,210000.0,1000.0
North America,Mexico,D. Hernandez,19,58,Necaxa,160000.0,1000.0
Europe,France,M. Sissako,21,58,ES Troyes AC,280000.0,3000.0
Europe,Netherlands,B. Derksen,18,58,Roda JC Kerkrade,140000.0,1000.0
Asia,Turkey,M. Kula,22,58,Kasimpaşa SK,150000.0,2000.0
Europe,Spain,Javito,18,58,SD Huesca,150000.0,1000.0
Europe,Spain,Berrocal,17,58,Sevilla Atlético,230000.0,1000.0
South America,Argentina,F. Melivilo,25,58,Defensa y Justicia,160000.0,2000.0
Europe,Netherlands,A. Dijksteel,20,58,Charlton Athletic,250000.0,1000.0
Asia,Turkey,T. Demirtas,23,58,Gençlerbirliği SK,130000.0,2000.0
Europe,Italy,L. Coccolo,19,58,Perugia,240000.0,1000.0
Europe,Norway,O. by,22,58,Kristiansund BK,150000.0,1000.0
Europe,Italy,J. Cisotti,24,58,La Spezia,180000.0,1000.0
Asia,Japan,Y. Matsushita,23,58,Vissel Kobe,200000.0,1000.0
Europe,Italy,L. Grossi,19,58,Vercelli,250000.0,1000.0
Europe,France,N. Kocik,18,58,Valenciennes FC,160000.0,1000.0
Europe,Germany,Y. Emghames,19,58,Hannover 96,240000.0,3000.0
Europe,Croatia,D. Kovacic,23,58,FC Lugano,150000.0,1000.0
Europe,Switzerland,S. Schappi,23,58,FC Lugano,160000.0,1000.0
Africa,Senegal,E. Dabo,21,58,Valenciennes FC,160000.0,1000.0
Europe,Bulgaria,P. Krachunov,28,58,Sandecja Nowy Sącz,120000.0,1000.0
Europe,Germany,T. Baller,18,58,Hannover 96,260000.0,3000.0
Asia,Saudi Arabia,M. Majrashi,26,58,Al Faisaly,140000.0,4000.0
Oceania,Australia,M. Acton,25,58,Melbourne Victory,120000.0,1000.0
Europe,Poland,W. Trochim,28,58,Sandecja Nowy Sącz,130000.0,1000.0
Europe,Poland,J. Serafin,21,58,FK Haugesund,200000.0,1000.0
South America,Paraguay,R. Ferreira,19,58,Temperley,240000.0,1000.0
North America,Mexico,J. Padilla,18,58,Pachuca,260000.0,3000.0
South America,Paraguay,M. Villasanti,20,58,Temperley,190000.0,1000.0
Asia,Saudi Arabia,A. Al Shammary,21,58,Al Batin,220000.0,4000.0
Europe,France,J. Celestine,19,58,Sporting Charleroi,200000.0,1000.0
South America,Argentina,M. Nani,19,58,Temperley,250000.0,1000.0
Asia,Saudi Arabia,S. Otayf,26,58,Al Raed,150000.0,3000.0
Europe,Norway,E. Haland,16,58,Molde FK,250000.0,1000.0
Africa,Cameroon,H. Ndam,18,58,New York Red Bulls,160000.0,1000.0
Europe,Italy,D. Lodesani,22,58,Foggia,200000.0,1000.0
Europe,Netherlands,T. Marijnissen,18,58,NAC Breda,260000.0,1000.0
Europe,Netherlands,E. Bostanc,21,58,Willem II,200000.0,1000.0
North America,Canada,B. Levis,24,58,Vancouver Whitecaps FC,150000.0,1000.0
Europe,Italy,A. Settembrini,25,58,Cittadella,160000.0,1000.0
Europe,Germany,A. Karazor,20,58,Holstein Kiel,200000.0,1000.0
Europe,Netherlands,T. Doornbusch,17,58,SC Heerenveen,200000.0,1000.0
Europe,Denmark,M. Dhr Thychosen,20,58,AC Horsens,220000.0,3000.0
Europe,Germany,W. Sarr,21,58,Rot-Weiß Erfurt,180000.0,1000.0
Europe,Netherlands,M. Brouwer,24,58,Heracles Almelo,120000.0,1000.0
Europe,France,T. Lebeau,18,58,Chamois Niortais FC,260000.0,1000.0
Africa,Sudan,M. Eisa,22,58,Cheltenham Town,190000.0,2000.0
Europe,Greece,G. Giannoutsos,18,58,AEK Athens,180000.0,1000.0
Europe,Sweden,A. Jawo,32,58,Djurgårdens IF,100000.0,1000.0
Europe,Austria,P. Posch,23,58,FC Admira Wacker Mödling,150000.0,1000.0
Europe,Italy,E. Calderini,29,58,Foggia,120000.0,1000.0
Europe,Ukraine,O. Zubkov,20,58,Shakhtar Donetsk,210000.0,1000.0
Europe,Netherlands,D. Luydens,18,58,Sparta Rotterdam,240000.0,1000.0
Oceania,New Zealand,A. Rufer,21,57,Wellington Phoenix,150000.0,1000.0
Europe,Estonia,M. Kait,19,57,Fulham,190000.0,3000.0
Asia,Japan,K. Ishikawa,24,57,Vegalta Sendai,100000.0,1000.0
Europe,Austria,A. Sobczyk,20,57,SKN St. Pölten,230000.0,3000.0
Asia,Turkey,H. Ylmaz,19,57,Antalyaspor,190000.0,2000.0
Europe,Italy,G. Cuomo,19,57,Crotone,200000.0,1000.0
Europe,Germany,D. Brock,22,57,Sportfreunde Lotte,140000.0,1000.0
Europe,Poland,M. Smolarczyk,23,57,Korona Kielce,140000.0,1000.0
Africa,South Africa,Y. Maart,21,57,Orlando Pirates,170000.0,1000.0
Europe,France,V. Bezecourt,24,57,New York Red Bulls,150000.0,1000.0
Europe,Denmark,F. Due,24,57,Randers FC,100000.0,1000.0
Europe,Switzerland,R. Arnold,20,57,FC Luzern,210000.0,1000.0
North America,Mexico,A. Medina,19,57,Deportivo Toluca,220000.0,2000.0
North America,Mexico,J. Leon,21,57,Club América,140000.0,4000.0
Europe,France,G. Banaziak,20,57,Amiens SC Football,150000.0,1000.0
Europe,Poland,F. Schikowski,19,57,Lechia Gdańsk,170000.0,1000.0
Europe,Denmark,N. Ritter,25,57,SønderjyskE,110000.0,2000.0
Asia,Saudi Arabia,A. Al Suhail,28,57,Al Taawoun,100000.0,3000.0
Europe,Norway,J. Kristoffersen,20,57,Djurgårdens IF,170000.0,1000.0
Europe,Germany,A. Okosun,23,57,AC Horsens,140000.0,2000.0
Europe,Austria,M. Maier,21,57,FC Admira Wacker Mödling,180000.0,1000.0
Asia,Japan,S. Kumagai,20,57,Ventforet Kofu,180000.0,1000.0
Europe,Italy,M. Nicoletti,18,57,Crotone,190000.0,1000.0
Europe,Sweden,C. Johansson,19,57,Kalmar FF,180000.0,1000.0
Asia,Saudi Arabia,M. Al Baqawi,21,57,Al Fayha,160000.0,4000.0
Asia,Turkey,K. Akca,23,57,Fortuna Düsseldorf,140000.0,3000.0
Asia,Japan,K. Fujimura,23,57,Vegalta Sendai,140000.0,1000.0
South America,Argentina,A. Gomez,20,57,AIK Solna,130000.0,1000.0
South America,Argentina,L. Vera,20,57,Club Atlético Lanús,150000.0,2000.0
Asia,Japan,T. Hashiguchi,22,57,Kashiwa Reysol,120000.0,2000.0
Asia,Saudi Arabia,S. Al Ghamdi,25,57,Al Taawoun,100000.0,2000.0
Europe,Germany,M. Rosenzweig,21,57,SpVgg Unterhaching,130000.0,1000.0
Europe,Germany,M. Krol,19,57,Werder Bremen II,180000.0,1000.0
Oceania,Australia,M. Ochieng,20,57,Adelaide United,130000.0,1000.0
Europe,Germany,U. Bapoh,18,57,VfL Bochum,210000.0,2000.0
Europe,Italy,D. Marino,28,57,Ternana,80000.0,1000.0
Asia,Saudi Arabia,O. Al Khalaf,20,57,Ettifaq FC,180000.0,2000.0
Europe,France,F. Sollacaro,23,57,AC Ajaccio,110000.0,1000.0
Asia,Japan,K. Mori,20,57,Ventforet Kofu,230000.0,1000.0
Africa,Ghana,M. Akoto,20,57,SV Wehen Wiesbaden,210000.0,1000.0
South America,Colombia,J. Lucumi,19,57,Asociacion Deportivo Cali,200000.0,1000.0
Europe,Netherlands,T. Koopmeiners,19,57,AZ Alkmaar,200000.0,1000.0
Oceania,Australia,M. Oxborrow,22,57,Brisbane Roar,140000.0,1000.0
Europe,Netherlands,M. Afaker,18,57,Excelsior,220000.0,1000.0
Asia,Japan,S. Tanabe,27,57,F.C. Tokyo,90000.0,2000.0
South America,Colombia,S. Garcia,22,57,Tigres FC,170000.0,1000.0
Europe,Germany,D. Tomic,19,57,1. FC Kaiserslautern,190000.0,1000.0
South America,Argentina,L. Lescano,17,57,Chacarita Juniors,210000.0,1000.0
Europe,Albania,V. Mustafa,19,57,1. FC Kaiserslautern,180000.0,1000.0
Europe,Finland,A. Halme,19,57,HJK Helsinki,150000.0,1000.0
South America,Argentina,B. Rivero,21,57,Newell's Old Boys,150000.0,2000.0
Europe,Germany,J. Vollert,19,57,Werder Bremen II,160000.0,1000.0
Europe,Sweden,J. Vall,24,57,IFK Norrköping,120000.0,1000.0
Europe,Italy,S. Hraiech,21,57,Carpi,150000.0,1000.0
Europe,Denmark,A. Holst,24,57,FC Helsingør,130000.0,1000.0
Europe,Poland,M. Kryczka,24,57,Wisła Płock,100000.0,1000.0
Europe,France,F. El Bakhtaoui,24,57,Dundee FC,150000.0,1000.0
Europe,Denmark,O. Ottesen,18,57,FC Midtjylland,120000.0,1000.0
South America,Argentina,J. Ibanez,21,57,Chacarita Juniors,170000.0,2000.0
Europe,Finland,S. Dahlstrom,20,57,HJK Helsinki,170000.0,1000.0
Europe,Denmark,N. Mortensen,23,57,FC Helsingør,150000.0,2000.0
Europe,Slovenia,T. Elsnik,19,57,Swindon Town,220000.0,4000.0
Europe,Poland,D. Rasak,21,57,Wisła Płock,140000.0,1000.0
Europe,Italy,F. Corapi,31,57,Parma,90000.0,1000.0
South America,Colombia,S. Rodas,27,57,Alianza Petrolera,80000.0,1000.0
Europe,Italy,P. Mazzocchi,21,57,Parma,160000.0,1000.0
South America,Argentina,G. Ferreyra,21,57,Arsenal de Sarandí,160000.0,1000.0
Asia,Saudi Arabia,M. Harzan,28,57,Ohod Club,100000.0,3000.0
Europe,Denmark,M. Juel Andersen,19,57,Brøndby IF,160000.0,1000.0
Europe,Sweden,B. Sollander,32,57,Östersunds FK,80000.0,1000.0
Europe,Denmark,P. Jensen,19,57,FC Nordsjælland,100000.0,1000.0
South America,Argentina,K. Genaro,25,57,Patriotas Boyacá FC,130000.0,1000.0
Europe,Germany,B. Baku,19,57,1. FSV Mainz 05,220000.0,2000.0
South America,Argentina,F. Pizzicanella,21,57,Atlético Tucumán,120000.0,1000.0
Europe,Netherlands,S. Custers,17,57,VVV-Venlo,170000.0,1000.0
Europe,France,G. Larsonneur,20,57,Stade Brestois 29,160000.0,1000.0
South America,Colombia,L. Hurtado,22,57,Águilas Doradas,160000.0,1000.0
Europe,Germany,M. Sprang,16,57,FSV Zwickau,140000.0,1000.0
North America,Mexico,J. Valadez,21,57,Monarcas Morelia,210000.0,1000.0
North America,Mexico,J. Rodriguez,21,57,Club León,150000.0,3000.0
Europe,Italy,F. Bertoli,20,57,Brescia,170000.0,1000.0
Europe,Germany,H. Foll,19,57,Hansa Rostock,220000.0,1000.0
South America,Colombia,W. Cuesta,24,57,Deportes Tolima,100000.0,1000.0
Europe,Iceland,A. Hlynsson,17,57,Brøndby IF,210000.0,2000.0
Europe,Germany,N. Amamoo,19,57,Karlsruher SC,220000.0,1000.0
South America,Colombia,C. Velasquez,19,57,Envigado FC,220000.0,1000.0
Asia,Japan,Y. Horigome,24,57,Ventforet Kofu,130000.0,1000.0
Africa,Nigeria,H. Garba,23,57,Djurgårdens IF,140000.0,1000.0
Europe,Germany,J. Lowe,18,57,SG Dynamo Dresden,210000.0,1000.0
South America,Colombia,A. Bonilla,23,57,Tigres FC,150000.0,1000.0
Europe,Austria,R. Schmid,17,57,FC Red Bull Salzburg,230000.0,3000.0
Europe,Netherlands,N. Leemhuis,19,57,Heracles Almelo,150000.0,1000.0
Asia,Saudi Arabia,L. Al Rashdi,22,57,Ettifaq FC,120000.0,2000.0
Oceania,Australia,M. Warren,25,57,Perth Glory,100000.0,1000.0
Europe,Sweden,R. Rosenqvist,20,57,IF Elfsborg,150000.0,1000.0
North America,Mexico,E. Orona,18,57,Pachuca,220000.0,3000.0
Africa,Cameroon,M. Cheukoua,20,57,SCR Altach,170000.0,2000.0
Europe,Sweden,J. Tamimi,22,57,Jönköpings Södra IF,140000.0,1000.0
Europe,Austria,M. Raguz,19,57,LASK Linz,220000.0,2000.0
South America,Colombia,J. Valencia,17,57,CD Los Millionarios Bogota,210000.0,1000.0
Asia,Turkey,F. Canl,20,57,Evkur Yeni Malatyaspor,170000.0,2000.0
North America,Mexico,A. Elvira,20,57,U.N.A.M.,120000.0,2000.0
Europe,Croatia,M. Dekovic,23,57,Chicago Fire Soccer Club,120000.0,1000.0
Europe,Germany,A. Ceylan,19,57,SC Fortuna Köln,180000.0,1000.0
Asia,Saudi Arabia,M. Al Shahrani,21,57,Al Nassr,150000.0,4000.0
Europe,Spain,Manu Cedron,21,57,CD Lugo,130000.0,1000.0
Asia,Saudi Arabia,A. Al Joui,22,57,Al Batin,180000.0,2000.0
Europe,Poland,B. Sielewski,32,57,Wisła Płock,60000.0,1000.0
Asia,Saudi Arabia,Y. Khormi,19,57,Al Ittihad,190000.0,3000.0
South America,Colombia,A. Garcia,23,57,Atlético Huila,110000.0,1000.0
Europe,France,B. Diakite,19,57,Chamois Niortais FC,170000.0,1000.0
Europe,France,A. Campion,27,57,Cork City,120000.0,1000.0
Europe,France,T. Allemand,18,57,Chamois Niortais FC,190000.0,1000.0
Europe,France,I. Madi,19,57,Nîmes Olympique,190000.0,1000.0
Asia,Saudi Arabia,A. Al Yahya,28,57,Ohod Club,110000.0,4000.0
Europe,Germany,M. Wolfram,20,57,FC Carl Zeiss Jena,190000.0,1000.0
South America,Argentina,F. Brener,19,57,Belgrano de Córdoba,190000.0,1000.0
Oceania,New Zealand,M. Ridenton,21,57,Wellington Phoenix,140000.0,1000.0
Europe,Denmark,J. Thorsen,27,57,AC Horsens,120000.0,2000.0
Europe,Sweden,O. Krusnell,18,57,Hammarby IF,150000.0,1000.0
South America,Brazil,Wanderson,22,57,AFC Eskilstuna,130000.0,1000.0
North America,Mexico,B. Martinez,21,57,Querétaro,170000.0,2000.0
Europe,Italy,A. Santopadre,18,57,Perugia,170000.0,1000.0
Europe,France,E. Ebosse,18,57,RC Lens,190000.0,1000.0
Europe,Poland,A. Wolniewicz,24,57,Górnik Zabrze,110000.0,1000.0
Europe,Norway,A. Helmersen,19,57,Rosenborg BK,220000.0,1000.0
Europe,Germany,O. Kiomourtzoglou,19,57,SpVgg Unterhaching,200000.0,1000.0
South America,Argentina,T. Figueroa,22,57,Vélez Sarsfield,110000.0,1000.0
Asia,Japan,R. Suzuki,23,57,Gamba Osaka,100000.0,1000.0
Europe,Poland,B. Olszewski,21,57,Górnik Zabrze,130000.0,1000.0
Asia,Saudi Arabia,A. Al Shammari,23,57,Al Taawoun,120000.0,3000.0
South America,Argentina,N. Mana,23,57,San Martín de San Juan,140000.0,2000.0
Europe,Poland,D. Ledecky,23,57,Górnik Zabrze,140000.0,1000.0
Oceania,Australia,K. Petratos,19,57,Newcastle Jets,220000.0,1000.0
North America,Panama,L. Ovalle,28,57,Deportes Tolima,80000.0,1000.0
Europe,Germany,F. Dornebusch,22,57,VfL Bochum,120000.0,2000.0
Europe,Croatia,F. Buntic,20,57,FC Ingolstadt 04,190000.0,2000.0
Europe,Italy,F. Serraiocco,23,57,Carpi,100000.0,1000.0
Asia,Japan,F. Hayakawa,23,57,Albirex Niigata,120000.0,1000.0
Europe,Norway,B. Bye,27,57,Sogndal,120000.0,1000.0
Asia,Japan,Y. Ito,24,57,Albirex Niigata,130000.0,1000.0
Asia,Japan,N. Sakai,24,57,Albirex Niigata,110000.0,1000.0
Europe,Norway,T. Gran,18,57,Lillestrøm SK,240000.0,1000.0
South America,Colombia,J. Meneses,33,57,CD America de Cali,50000.0,1000.0
Europe,Belgium,M. Chajia,19,57,Novara,170000.0,1000.0
South America,Colombia,J. Ochoa,20,57,Envigado FC,140000.0,1000.0
Europe,Germany,N. Seufert,20,57,1. FC Kaiserslautern,230000.0,2000.0
Europe,Sweden,S. Aziz,25,57,GIF Sundsvall,130000.0,1000.0
Europe,Italy,G. Mastinu,25,57,La Spezia,130000.0,1000.0
Europe,Germany,N. Landgraf,21,57,Hallescher FC,130000.0,1000.0
Asia,Saudi Arabia,M. Najjar,22,57,Al Qadisiyah,170000.0,2000.0
Asia,Turkey,O. Kolak,20,57,Antalyaspor,160000.0,2000.0
Europe,France,T. Mauricio,23,57,Valenciennes FC,140000.0,1000.0
North America,Mexico,H. Munoz,22,57,Club Tijuana,130000.0,2000.0
Asia,Turkey,R. Oktem,20,57,Alanyaspor,180000.0,2000.0
Europe,Romania,G. Sava,30,57,Dundalk,70000.0,1000.0
Europe,Germany,V. Vujinovic,18,57,Karlsruher SC,220000.0,1000.0
Europe,France,Y. Martelat,20,57,Olympique Lyonnais,200000.0,6000.0
Europe,Serbia,D. Srnic,25,57,Śląsk Wrocław,110000.0,1000.0
Europe,Germany,M. Kobbing,20,57,1. FC Heidenheim,160000.0,1000.0
South America,Paraguay,R. Cardozo,28,57,Águilas Doradas,80000.0,1000.0
Europe,Switzerland,M. Delley,28,57,FC Lausanne-Sports,100000.0,2000.0
Europe,Belgium,R. Bushiri,17,57,KV Oostende,180000.0,1000.0
Europe,Belgium,A. Cavagnera,18,57,Standard de Liège,190000.0,1000.0
Asia,Turkey,Y. Mersin,22,57,Crawley Town,110000.0,1000.0
South America,Colombia,J. Torres,20,57,Atlético Bucaramanga,210000.0,1000.0
Oceania,Australia,N. D'Agostino,19,57,Brisbane Roar,170000.0,1000.0
South America,Colombia,M. Nazarit,19,57,CD Once Caldas Manizales,130000.0,1000.0
South America,Colombia,M. Quinones,21,57,Deportivo Pasto,120000.0,1000.0
Europe,Austria,V. Muller,18,57,SCR Altach,160000.0,1000.0
South America,Colombia,G. Chara,21,57,Asociacion Deportivo Cali,150000.0,1000.0
Asia,Turkey,O. Guctekin,18,57,Fenerbahçe SK,190000.0,4000.0
Europe,Switzerland,N. Burgy,21,57,FC Thun,160000.0,2000.0
South America,Argentina,S. Lomonaco,18,57,Arsenal de Sarandí,220000.0,1000.0
Europe,Poland,B. Kasprzak,24,57,Sandecja Nowy Sącz,140000.0,1000.0
South America,Colombia,A. Penaranda,23,57,Corporación Club Deportivo Tuluá,140000.0,1000.0
Africa,Morocco,A. Azbague,22,57,Valenciennes FC,170000.0,1000.0
Europe,Norway,U. Fredriksen,18,57,Sogndal,190000.0,1000.0
Asia,Japan,S. Takahashi,21,57,Sanfrecce Hiroshima,140000.0,1000.0
South America,Argentina,A. Pucheta,22,57,San Martín de San Juan,120000.0,1000.0
Oceania,Australia,J. Adelson,21,57,Newcastle Jets,160000.0,1000.0
Europe,Belgium,A. Koita,18,57,KAA Gent,210000.0,2000.0
South America,Argentina,F. Britos,21,57,Unión de Santa Fe,170000.0,2000.0
Asia,Japan,D. Suga,18,57,Hokkaido Consadole Sapporo,220000.0,1000.0
South America,Argentina,F. Pardo,20,57,Belgrano de Córdoba,160000.0,1000.0
North America,Haiti,P. Millien,31,57,Finn Harps,90000.0,1000.0
Europe,Sweden,Z. Faour,19,57,IK Sirius,220000.0,1000.0
Europe,Germany,D. Minz,18,57,RB Leipzig,140000.0,4000.0
Africa,Burkina Faso,I. Paro,22,57,Chamois Niortais FC,150000.0,1000.0
Asia,Japan,T. Iida,22,57,Shimizu S-Pulse,120000.0,1000.0
North America,Jamaica,J. Brown,22,57,Cambridge United,180000.0,3000.0
Europe,Austria,R. Renner,23,57,SV Mattersburg,150000.0,3000.0
Oceania,Australia,A. Pearce,20,57,Central Coast Mariners,190000.0,1000.0
Europe,Germany,E. Amenyido,19,57,VVV-Venlo,220000.0,4000.0
Europe,France,A. Madiani,21,57,US Quevilly-Rouen,150000.0,1000.0
Europe,Norway,V. Grodas,25,57,Sogndal,110000.0,1000.0
Europe,France,T. Vialla,21,57,AC Ajaccio,170000.0,1000.0
South America,Colombia,J. Balanta,20,57,Asociacion Deportivo Cali,170000.0,1000.0
Europe,Italy,V. Zigrossi,20,57,Virtus Entella,210000.0,1000.0
Asia,Iran,A. Samizadeh,18,57,Kilmarnock,220000.0,1000.0
Asia,Turkey,M. Yandas,22,57,Medicana Sivasspor,150000.0,2000.0
Europe,Netherlands,L. Bezzat,20,57,VVV-Venlo,180000.0,2000.0
Asia,Saudi Arabia,A. Ba Masoud,21,57,Al Fayha,180000.0,4000.0
Europe,Netherlands,V. Bogaerts,19,57,VVV-Venlo,190000.0,1000.0
Europe,Belgium,T. Demol,19,57,Royal Excel Mouscron,220000.0,1000.0
Europe,Germany,B. Taz,18,57,1. FC Union Berlin,230000.0,3000.0
Europe,Belgium,B. Dione,20,57,Royal Excel Mouscron,170000.0,2000.0
Europe,France,R. Nzeza,18,57,Royal Excel Mouscron,190000.0,1000.0
South America,Colombia,N. Castrillon,21,57,Corporación Club Deportivo Tuluá,160000.0,1000.0
Europe,Belgium,T. Ivanof,19,57,KV Kortrijk,220000.0,1000.0
Europe,Norway,J. Skomsy Bjerkas,24,57,Kristiansund BK,120000.0,1000.0
North America,Mexico,C. Gonzalez,19,57,Club Atlas,140000.0,2000.0
Europe,Finland,J. Pirttijoki,20,57,GIF Sundsvall,140000.0,1000.0
Asia,Cyprus,A. Gogic,23,57,Hamilton Academical FC,130000.0,1000.0
Europe,Belgium,L. Matarrese,20,57,Sint-Truidense VV,160000.0,1000.0
Europe,France,C. Mafoumbi,23,57,Blackpool,100000.0,1000.0
Europe,Norway,S. Pedersen,18,57,Stabæk Fotball,170000.0,1000.0
Asia,Saudi Arabia,I. Al Shehri,21,57,Al Ittihad,170000.0,4000.0
Europe,Norway,A. Hoven,19,57,Strømsgodset IF,200000.0,1000.0
Africa,Nigeria,S. Akinola,24,57,Barnet,140000.0,2000.0
Europe,Sweden,E. Andersson,20,57,Malmö FF,180000.0,1000.0
Europe,Belgium,N. Mingiedi,19,57,Sporting Lokeren,160000.0,1000.0
Europe,Austria,A. Borkovic,18,57,FK Austria Wien,190000.0,2000.0
Asia,Turkey,V. Karakus,19,57,Kayserispor,180000.0,1000.0
Asia,Saudi Arabia,N. Al Shenashini,21,57,Al Nassr,180000.0,4000.0
Asia,Turkey,D. Barlaser,20,57,Newcastle United,230000.0,6000.0
North America,Canada,S. Shome,19,57,Montreal Impact,180000.0,1000.0
Europe,Sweden,A. Andreasson,23,57,Jönköpings Södra IF,140000.0,1000.0
Asia,Saudi Arabia,K. Al Muwallad,22,57,Ohod Club,130000.0,3000.0
Asia,Saudi Arabia,M. Al Haidari,21,57,Al Hilal,130000.0,3000.0
Asia,Japan,T. Fukumitsu,25,57,Cerezo Osaka,110000.0,1000.0
North America,Mexico,C. Calderon,20,57,Club Atlas,180000.0,2000.0
Asia,Japan,T. Kishimoto,19,57,Cerezo Osaka,220000.0,1000.0
Europe,Switzerland,K. Ruegg,18,57,FC Zürich,190000.0,1000.0
Europe,Germany,E. Ozturk,21,57,Kayserispor,160000.0,2000.0
Europe,Sweden,M. Nilsson,23,57,Halmstads BK,110000.0,1000.0
Europe,Germany,R. Jendrusch,21,57,FC Erzgebirge Aue,130000.0,1000.0
South America,Brazil,Dudu,21,57,Kashiwa Reysol,160000.0,2000.0
South America,Argentina,N. Herranz,23,57,Bahía Blanca,130000.0,1000.0
North America,Mexico,D. Lopez,17,57,Club Tijuana,170000.0,2000.0
Oceania,Australia,D. Margush,19,57,Adelaide United,180000.0,1000.0
Europe,Norway,S. Haugen,19,57,Odds BK,200000.0,1000.0
Europe,Germany,C. Yldz,22,57,İstanbul Başakşehir FK,140000.0,3000.0
Asia,Japan,T. Akahoshi,33,57,Sagan Tosu,50000.0,1000.0
Oceania,Australia,R. Lowry,23,57,Wellington Phoenix,120000.0,1000.0
Asia,Japan,T. Muramatsu,27,57,Shimizu S-Pulse,90000.0,1000.0
Africa,Cameroon,E. Monthe,22,57,Forest Green,120000.0,2000.0
Europe,Netherlands,B. Vliet,19,57,NAC Breda,170000.0,1000.0
Asia,Saudi Arabia,T. Sufyani,25,57,Ettifaq FC,130000.0,3000.0
Africa,Mali,M. Djenepo,19,57,Standard de Liège,220000.0,1000.0
Europe,Germany,L. Plogmann,17,57,Werder Bremen II,190000.0,1000.0
Europe,Sweden,R. Kaib,20,57,IF Elfsborg,160000.0,1000.0
Europe,Sweden,S. Adrian,19,57,Malmö FF,180000.0,1000.0
Europe,Germany,N. Awassi,19,57,SG Dynamo Dresden,200000.0,1000.0
Africa,Nigeria,C. Omeje,27,57,AFC Eskilstuna,120000.0,1000.0
South America,Argentina,G. Mancuso,19,57,Vélez Sarsfield,180000.0,1000.0
Europe,Sweden,I. Dresevic,20,57,IF Elfsborg,160000.0,1000.0
Europe,Bulgaria,D. Mitov,20,56,Cambridge United,110000.0,2000.0
Europe,Poland,M. Paaszewski,19,56,Śląsk Wrocław,150000.0,1000.0
Europe,Norway,L. Nilsen,22,56,Tromsø IL,130000.0,1000.0
